السؤال,الجواب,الكلمة المفتاحية,التصنيف,score
من يحدد المواضيع التي يشملها الامتحان الشامل؟,تقوم لجنة القسم بتحديد المجالات التي يشملها الامتحان الشامل ,"تحديد المواضيع، لجنة القسم",امتحان الماجستير,0.53233254
من يحدد تعليمات البحث العلمي في الجامعة الهاشمية؟,مجلس العمداء,تحديد التعليمات,إجراءات تنفيذية,0.536010742
من يحدد صلاحيات العقوبات في الجامعة؟,يتم تحديد صلاحيات العقوبات بين أعضاء هيئة التدريس والعمداء وعميد شؤون الطلبة ,صلاحيات العقوبات,تعليم,0.529579937
من يحدد طريقة التصرف في الموازم التي يتم بيعها؟,يتم تحديد طريقة التصرف في الموازم عن طريق لجنة متخصصة وبتقدير مصلحة الجامعة ,بيع الموازم,إجراءات,0.529816568
من يحدد قواعد تخزين اللوازم الزراعية؟,شعبة الزراعة بالتعاون مع شعبة المستودعات,قواعد التخزين,مسؤوليات,0.530387998
من يحدد قيمة المخصصات المالية للموفدين في دورات تدريبية؟,تحدد المبالغ التي تدفع لمن يوفد في دورة تدريبية بموجب تعليمات يصدرها مجلس العمداء لهذه الغاية ,"المخصصات المالية، الدورات التدريبية","مالية، إدارية",0.52968353
من يحدد كيفية تخصيص الدعم المالي للبحوث في الجامعة؟,عميد البحث العلمي بالتعاون مع مجلس البحث العلمي,تخصيص الدعم,مسؤوليات,0.532458603
من يحدد كيفية تنفيذ سياسة البحث العلمي في الجامعة؟,عميد البحث العلمي هو المسؤول عن تنفيذ سياسة البحث العلمي في الجامعة ,تنفيذ السياسة,مسؤوليات,0.530046582
من يحدد مخصصات البحث العلمي في الجامعة؟,مجلس البحث العلمي,مخصصات البحث العلمي,مسؤوليات,0.534402847
من يحدد مخصصات البحث العلمي في موازنة الجامعة؟,مجلس البحث العلمي,مخصصات البحث,مسؤوليات,0.534402847
من يحدد معاني الكلمات والعبارات في تعليمات منح درجة البكالوريوس؟,يتم تحديد المعاني من قبل الجامعة في تعليمات منح درجة البكالوريوس,معاني الكلمات,النظام الأكاديمي,0.531135619
من يحدد موازنة الأنشطة الطلابية في المجلس؟,يتم تحديد موازنة الأنشطة الطلابية من قبل مجلس الجامعة ومجلس العمداء ,موازنة الأنشطة,تعليم,0.530964553
من يحدد موضوعات الامتحان الشامل؟,"تقوم لجنة القسم بتحديد الموضوعات التي تشملها الأسئلة في الامتحان الشامل، بناءً على الخطة الدراسية ","موضوعات الامتحان، لجنة القسم",امتحان الماجستير,0.530019522
من يحدد نتائج الامتحان الشامل؟,يتم تحديد نتائج الامتحان الشامل من قبل لجنة القسم ثم يتم تنسيبها إلى لجنة الكلية لمراجعتها وتوصية المجلس بإقرارها ,"نتائج الامتحان، لجنة القسم",امتحان الماجستير,0.530532956
من يحق له إحالة الطالب إلى التحقيق في المخالفات؟,"يحق للعميد، عميد شؤون الطلبة أو لجنة التأديب إحالة الطالب إلى التحقيق ",إحالة التحقيق,تعليم,0.531524777
من يحق له إحالة الطالب إلى التحقيق في المخالفات؟,"يحق لعميد الكلية، عميد شؤون الطلبة، أو لجنة التأديب إحالة الطالب إلى التحقيق في المخالفات ",التحقيق في المخالفات,تعليم,0.530938625
من يحق له اختيار أعضاء مجلس البحث العلمي من هيئة التدريس؟,يختار أعضاء مجلس البحث العلمي من هيئة التدريس مجلس العمداء بناءً على تنسيب العميد,اختيار الأعضاء,مسؤوليات,0.531114697
من يحق له اقتراح سياسة البحث العلمي في الجامعة؟,مجلس البحث العلمي,اقتراح السياسة,مسؤوليات,0.534402847
من يحق له تشكيل لجنة التحقيق في المخالفات التي يرتكبها الطلاب؟,تؤلف لجنة التحقيق من ثلاثة أعضاء من هيئة التدريس في الكلية ,تشكيل لجنة التحقيق,تعليم,0.529483616
من يحق له فرض عقوبات تأديبية؟,"تتوزع صلاحيات فرض العقوبات بين أعضاء هيئة التدريس، عمداء الكليات، عميد شؤون الطلبة، ولجنة التأديب ",فرض العقوبات,تعليم,0.529579818
من يشكل لجنة الكلية الخاصة بالدراسات العليا؟,"يتم تشكيل لجنة الكلية بقرار من مجلس الكلية وتضم عميد الكلية أو من يفوضه، ورؤساء لجان الأقسام، وأعضاء هيئة تدريس برتبة أستاذ ",لجنة الكلية,تعليم,0.528856874
"من يشمل تعريف ""العميد"" في هذا النظام؟",العميد يعني عميد أي كلية أو معهد أو مركز أو عميد أي نشاط جامعي في الجامعة ,"تعريف العميد، مصطلحات النظام","تعريفات، تنظيمي",0.529544652
من يصدر التعليمات اللازمة لتنفيذ أحكام النظام؟,"يصدر الرئيس، بتنسيب من مجلس العمداء، التعليمات اللازمة لتنفيذ أحكام النظام بما في ذلك الأحكام المالية ","إصدار التعليمات، التنفيذ","إدارية، تنظيمية",0.531788766
من يصدر قرار منح درجة الماجستير؟,يُمنح درجة الماجستير بقرار من مجلس العمداء بناءً على تنسيب المجلس وتوصية لجنتي الكلية والقسم المختصين ,منح درجة الماجستير,منح الشهادات,0.531304359
من يصدر هذا النظام في الجامعة الهاشمية؟,مجلس العمداء بناء على توصية مجلس البحث العلمي,إصدار النظام,إجراءات تنفيذية,0.531814396
"من يُعتبر ""الرئيس"" وفقاً للمادة ( )؟","يُعتبر ""الرئيس"" رئيس الجامعة ","تعريف الرئيس، مصطلحات النظام","تعريفات، تنظيمي",0.532352149
من يقرر إذا كانت الموازم بحاجة للإتلاف؟,"يتم اتخاذ القرار بإتلاف الموازم من قبل العميد أو المدير، حسب مقتضيات الحال ",إتلاف الموازم,إجراءات,0.53106761
من يقرر إنذار الطالب بناءً على تقرير المشرف؟,يتم الإنذار بموافقة العميد بناءً على تنسيب من لجنة الكلية وتوصية من لجنة القسم ,"الإنذار، تقرير المشرف، العميد",تعليم,0.53090328
من يقرر إيفاد الموفد للحصول على درجة الماجستير أو الدكتوراه؟,"يتم الإيفاد بقرار من مجلس العمداء بناءً على تنسيب مجلس القسم المختص، مجلس الكلية، وتوصية لجنة التعيين والترقية، مع شرط تقديم الموفد لاستقالته من العمل في الجامعة اعتباراً من تاريخ إيفاده ","قرار الإيفاد، مجلس العمداء",نظام البعثات العلمية,0.529649019
من يقرر التعاون بين الجامعة والجامعات الأخرى في مجال البحث العلمي؟,مجلس البحث العلمي هو المسؤول عن تحديد أسس التعاون مع الجامعات الأخرى ,التعاون مع الجامعات,مسؤوليات,0.531798065
من يقرر الموازنة الخاصة بكل مشروع بحث علمي؟,يتم تحديد الموازنة بناءً على تقديرات المجلس والموافقة عليها من قبل مجلس العمداء,موازنة المشروع,مسؤوليات,0.530638039
من يقرر تحديد النجاح أو الرسوب في الامتحان الشامل؟,يتم تحديد النجاح أو الرسوب في الامتحان الشامل من قبل لجنة القسم بعد التصحيح ,"لجنة القسم، النجاح أو الرسوب",امتحان الماجستير,0.531421363
من يقرر ما إذا كانت التعديلات التي أجراها الطالب كافية؟,يقرر أعضاء لجنة المناقشة ما إذا كانت التعديلات التي أجراها الطالب كافية ,"التعديلات، لجنة المناقشة",تقييم الرسالة,0.52952081
من يقوم بإعداد تقارير دورية عن اللوازم الزراعية؟,أمين المستودع أو مساعد أمين المستودع,تقارير اللوازم,مسؤوليات,0.533054829
من يقوم بتصحيح الإجابات في الامتحان الشامل؟,يتم اختيار أعضاء هيئة التدريس المتخصصين في الموضوع لوضع الأسئلة وتصحيح الإجابات ,تصحيح الإجابات,امتحان الماجستير,0.53073287
من يقوم بتقديم تقرير المناقشة؟,يتم تقديم تقرير المناقشة من الممتحن الخارجي إلى عميد البحث العلمي والدراسات العليا ,"تقرير المناقشة، الممتحن الخارجي",إجراءات المناقشة,0.531075358
من يقوم بتوجيه الطلاب في برنامج الاختصاص العالي؟,يقوم المشرف على التوجيه من بين أعضاء هيئة التدريس في القسم ,"المشرف، التوجيه",تعليم,0.530775964
من يمكنه أن يقدم مساعدات لنشر مؤلفات علمية؟,الرئيس بناء على تنسيب مجلس العمداء,مساعدات نشر المؤلفات,مسؤوليات,0.53188622
من يمكنه تشكيل لجنة التحقيق في المخالفات؟,تؤلف لجنة التحقيق من ثلاثة أعضاء من هيئة التدريس في الكلية ,لجنة التحقيق,تعليم,0.529483616
من يمكنه فرض العقوبات التأديبية في الجامعة الهاشمية؟,"يمكن لعضو هيئة التدريس، عميد الكلية، عميد شؤون الطلبة، ورئيس الجامعة فرض العقوبات ",فرض العقوبات,تعليم,0.53149426
من يمكنه مرافقة الطفل المريض المنتفع في المستشفى؟,يمكن أن يرافق الطفل حتى سن الثانية عشرة شخص يقيم معه في المستشفى بناءً على توصية من الطبيب المعالج ,مرافقة الطفل المريض,تقنية,0.529679954
من ينتخب رئيس لجنة الكلية؟,يتم انتخاب رئيس لجنة الكلية من بين أعضائها الممثلين في المجلس ,رئيس لجنة الكلية,تعليم,0.531354964
من ينتمي إلى الفئة الثانية في نظام الانتقال والسفر؟,العمداء ومساعدو الرئيس في الجامعة ينتمون إلى الفئة الثانية ,"الفئة الثانية، تصنيف الفئات","تنظيمي، تصنيف",0.530696988
من ينتمي إلى الفئة الرابعة في نظام الانتقال والسفر؟,الفئة الرابعة تشمل الأساتذة المشاركون والأساتذة المساعدون والمدرسين وموظفي الدرجتين الأولى والثانية في الجامعة ,"الفئة الرابعة، تصنيف الفئات","تنظيمي، تصنيف",0.530181229
من ينتمي إلى الفئة السادسة في نظام الانتقال والسفر؟,الفئة السادسة تشمل موظفي الدرجات الخامسة والسادسة والسابعة في الجامعة ,"الفئة السادسة، تصنيف الفئات","تنظيمي، تصنيف",0.530043602
من يوافق على بيع المنتجات الزراعية؟,يوافق الرئيس على بيع المنتجات الزراعية بناءً على التعميمات التي يصدرها لهذا الغرض ,بيع المنتجات الزراعية,إجراءات,0.531480193
من يوافق على بيع الموازم التي تزيد قيمتها عن ألف دينار؟,يوافق الرئيس على بيع الموازم التي تزيد قيمتها عن ألف دينار ,بيع الموازم,إجراءات,0.531441689
من يوافق على صرف أموال مجلس الطلبة التي تزيد عن 300 دينار؟,"يتطلب صرف مبلغ يزيد عن 300 دينار موافقة رئيس المجلس، أمين الصندوق، وعميد شؤون الطلبة ",الموافقة على الصرف,تعليم,0.531025827
من يوقع على سحب الأموال من موازنة مجلس الطلبة؟,يتم السحب من موازنة المجلس بتوقيع من رئيس المجلس وأمين الصندوق وعميد شؤون الطلبة ,سحب الأموال,تعليم,0.532132506
مين اللي بقرر إذا حصلت مشكلة مش مذكورة في التعليمات؟,رئيس الجامعة هو اللي بقرر في الحالات التي لم يرد عليها نص في هذه التعليمات ,"قرار الرئيس، الحالات الخاصة",إدارة,0.529528856
مين المسؤول عن تسليم واستلام الخزائن؟,العميد بيعين موظف أو أكثر من موظفي العمادة ليكونوا مسؤولين عن تسليم الخزائن واستلامها من الطلاب ,"مسؤولية التسليم، موظف العمادة",تنفيذ التعليمات,0.53217864
مين يقدر يستأجر خزنة بالجامعة؟,"الطلبة المسجلين في الجامعة هم اللي بيقدروا يستأجروا خزائن حديدية، بس بعد ما يقدموا طلب ويدفعوا البدلات ","الطالب، استئجار خزنة",تأجير,0.530454695
هل الجامعة الهاشمية تعمل على إدخال برامج أكاديمية جديدة؟,"نعم، تعمل الجامعة على إدخال برامج أكاديمية جديدة وتوسيع برامج الدراسات العليا ",البرامج الأكاديمية الجديدة,تعليم,0.530593753
هل الجامعة الهاشمية توفر برامج تدريبية للطلاب؟,"نعم، توفر الجامعة برامج تدريبية من خلال اتفاقيات مع الجامعات والمؤسسات الدولية ",برامج التدريب,تعليم,0.531345069
هل تأجيل الدراسة يؤثر على الحد الأعلى لسنوات الدراسة؟,"لا، لا تحسب سنة التأجيل من الحد الأعلى لسنوات الدراسة ","التأجيل، الحد الأعلى",تعليم,0.531929493
هل تتحمل الجامعة تكاليف تذاكر السفر للموفد؟,"لا تتحمل الجامعة تكاليف تذاكر السفر للموفد إذا كان على مقاعد الدراسة، ولكنها تتحمل تذاكر العودة عند انتهاء البعثة ",تكاليف تذاكر السفر,البعثات العلمية,0.530227721
هل تتحمل الجامعة نفقات سفر المرافق عند وفاة المشترك في الخارج؟,"نعم، تتحمل الجامعة كامل أجور سفر المرافق للجثمان من الخارج إلى المملكة ",سفر المرافق,المعالجة الخارجية,0.531855345
هل تتحمل الجامعة نفقات علاج الأطفال المرافقين للمشترك في الخارج؟,"نعم، تتحمل الجامعة نفقات علاج الأطفال المرافقين للمشترك في الخارج بمقدار  00 دينار سنويًا لكل طفل بحد أقصى أربعة أطفال ",علاج الأطفال المرافقين,المساهمات الطبية,0.53060931
هل تُحتسب مواد الطالب المنتقل في معدله التراكمي؟,لا تُحتسب المواد في المعدل التراكمي ,"انتقال، معادلة مواد",الانتقال,0.530663311
هل تُحسب علامات المواد التي درسها الطالب في جامعته السابقة في معدله التراكمي عند الانتقال؟,"لا، لا تدخل علامات هذه المواد في حساب معدله التراكمي في الجامعة الجديدة ",المعدل التراكمي,تعليم,0.530418396
هل تُحسب مدة انقطاع الطالب عن الدراسة ضمن الحد الأقصى للمدة المسموح بها للدراسة؟,"نعم، تحسب مدة الانقطاع ضمن الحد الأقصى للمدة المسموح بها ","انقطاع، مدة الدراسة، الحد الأقصى",انقطاع عن الدراسة,0.532656312
هل تدخل علامات المواد التي درست في جامعة أخرى في حساب المعدل الفصلي أو التراكمي للطالب؟,"لا، لا تدخل علامات المواد التي درسها الطالب في جامعة أخرى في حساب معدله الفصلي أو التراكمي ",المعدل الفصلي,تعليم,0.530414045
هل تسري الإعفاءات على الطالب الذي التحق بالبرنامج الدولي؟,لا تسري الإعفاءات على الطالب الذي التحق بالبرنامج الدولي ,"الإعفاءات، البرنامج الدولي",تعليم,0.532177508
هل تسري تعليمات منح الدرجات العلمية العليا على الطلبة المقبولين في البرنامج الدولي؟,"نعم، تسري هذه التعليمات على جميع الطلبة المقبولين في البرنامج الدولي للدراسات العليا ",تعليمات منح الدرجات العليا,تعليمات جامعية,0.530784428
هل تسري تعليمات منح درجة البكالوريوس على جميع طلبة البرنامج الدولي في الجامعة؟,"نعم، تسري هذه التعليمات على جميع الطلبة المسجلين في البرنامج الدولي للحصول على درجة البكالوريوس في جميع كليات الجامعة ",تسري التعليمات,تعليمات جامعية,0.530188859
هل تسعى الجامعة الهاشمية لتعزيز العلاقات الدولية؟,"نعم، تسعى الجامعة لتعزيز علاقاتها مع الجامعات والمؤسسات الأكاديمية في الخارج ",العلاقات الدولية,تعليم,0.531765878
هل تشجع الجامعة الهاشمية الأنشطة الطلابية؟,"نعم، تشجع الجامعة الهاشمية على المشاركة في الأنشطة الطلابية من خلال نوادي ومؤسسات طلابية متنوعة ",الأنشطة الطلابية,تعليم,0.529753864
هل تشمل التأمينات الصحية للمشتركين أعضاء هيئة التدريس في جميع الدرجات؟,"لا، يشمل الاشتراك في التأمين الصحي أعضاء هيئة التدريس وموظفي الدرجة الأولى أو من يساويهم في الراتب من المعينين بعقود في الدرجة الخاصة أو الأولى فقط ",أعضاء هيئة التدريس,الاشتراك في التأمين,0.529548764
هل تشمل التعليمات العاملين بعقود؟,"نعم، تشمل العاملين الذين يعينون بعقود أو برواتب شهرية مقطوعة ","العاملين بالعقود، شمول التعليمات",توظيف,0.531472147
هل تشمل التعليمات المحاضرين المتفرغين؟,"نعم، تشمل التعليمات المحاضرين المتفرغين في الجامعة ","المحاضر المتفرغ، شمول التعليمات",توظيف,0.532334983
هل تشمل التعليمات المستخدمين بالأجور اليومية؟,لا تشمل التعليمات المستخدمين بالأجور اليومية أو الذين يتقاضون مكافأة شهرية ,"الأجور اليومية، المكافأة الشهرية",توظيف,0.531174362
هل تشمل التعليمات الموظفين الذين يعملون بالعمل الجزئي؟,"لا، التعليمات لا تشمل الموظفين الذين يعملون بالعمل الجزئي أو بالأجور اليومية ","العمل الجزئي، الأجور اليومية",توظيف,0.532168984
هل تشمل التعليمات الموظفين المعينين بموجب عقود؟,"نعم، تشمل التعليمات الموظفين المعينين بعقود برواتب شهرية مقطوعة ",الموظفين المعينين بعقود,توظيف,0.531525612
هل تشمل التعليمات تكلفة الأجهزة الطبية مثل الأطراف الصناعية؟,"لا تشمل تعليمات التأمين الصحي تكلفة الأطراف الصناعية إلا إذا كانت نتيجة حادث عمل، كما لا تشمل أجهزة السمع بأنواعها ",الأطراف الصناعية,الاستثناءات الطبية,0.529934525
هل تشمل التعليمات جميع العاملين في الجامعة؟,"لا، تشمل التعليمات فقط أعضاء هيئة التدريس والمحاضرين المتفرغين والموظفين في وظائف دائمة في الجامعة ","شمول التعليمات، فئات العاملين",توظيف,0.529711366
هل تشمل التغطية الصحية علاج الأمراض الجلدية مثل حب الشباب؟,"لا، لا تشمل تعليمات التأمين الصحي علاج حب الشباب والكلف بكافة أنواعه ",الأمراض الجلدية,الاستثناءات,0.531237721
هل تشمل المعالجة السنية التعويضات السنية بأنواعها؟,"لا، تعويضات الأسنان بجميع أنواعها مستثناة من التغطية المالية التي تقدمها الجامعة ",التعويضات السنية,الاستثناءات,0.53176856
هل تشمل المعالجة الطارئة في المستشفيات الخاصة؟,"لا، المعالجة الطارئة تكون في المستشفيات الحكومية فقط ",المعالجة الطارئة,تعليم,0.531422436
هل تشمل المعالجة خارج المملكة جميع نفقات العلاج؟,"نعم، تشمل المعالجة خارج المملكة نفقات الأطباء، الإقامة في المستشفيات، الفحوصات، الأدوية، والعمليات، ويشمل أيضًا تكاليف السفر والمرافق حسب الحاجة ",تكاليف العلاج الخارجي,المعالجة خارج المملكة,0.529705107
هل تشمل تعليمات التأمين الصحي معالجة الأسنان؟,"نعم، تشمل تعليمات التأمين الصحي معالجة الأسنان ولكن باستثناء بعض الحالات مثل العلاج التجميل للأسنان وعلاج حب الشباب والكلف ",معالجة الأسنان,الاستثناءات,0.531211019
هل تشمل تعليمات التأمين الصحي معالجة الأمراض المزمنة؟,"تعليمات التأمين الصحي تشمل معالجة الأمراض المزمنة ضمن النفقات المقررة، بشرط أن يتم العلاج في المستشفيات والمراكز المعتمدة من قبل الجامعة ",الأمراض المزمنة,التغطية الطبية,0.529050291
هل تشمل تعليمات التأمين الصحي نفقات العلاج السني؟,"لا، تعليمات التأمين الصحي لا تشمل التعويضات السنية بجميع أنواعها ",التعويضات السنية,الاستثناءات الطبية,0.532283545
هل تطبق أحكام تعليمات منح درجة البكالوريوس على جميع الطلبة في الجامعة؟,"نعم، تسري أحكام التعليمات على جميع الطلبة المسجلين في البرنامج الدولي للحصول على درجة البكالوريوس في كليات الجامعة ",أحكام التعليمات,تعليمات أكاديمية,0.530106246
هل تطبق تعليمات منح درجة البكالوريوس على طلبة البرنامج الدولي؟,"نعم، تطبق على جميع الطلبة المقبولين في البرنامج الدولي باستثناء ما ورد في تعليمات خاصة بالبرنامج الدولي ",تطبيق تعليمات منح البكالوريوس,تعليمات جامعية,0.529699504
هل تُعتبر أحكام النظام جزءًا من التزامات الموفد؟,"نعم، تُعتبر أحكام النظام جزءاً من الشروط والالتزامات المترتبة على الموفد بالإضافة إلى أي تعهد أو عقد وقعه مع الجامعة ","أحكام النظام، الالتزامات","قانونية، تنظيمية",0.529539227
هل تعتبر الإجازة بدون راتب جزءًا من خدمة الموظف؟,"لا، الإجازة بدون راتب لا تعتبر جزءًا من الخدمة الفعلية للموظف ","الإجازة، خدمة الموظف",توظيف,0.530662477
هل تغطي الجامعة تكلفة المعالجة في العيادات الخارجية الخاصة؟,"نعم، الجامعة تغطي 90% من نفقات المعالجة في العيادات الخارجية الخاصة إذا كانت موصى بها من قبل اللجنة الطبية العليا ",العيادات الخارجية,المعالجة الطبية,0.530102849
هل تغطي الجامعة نفقات السفر للعلاج خارج المملكة؟,"نعم، تغطي الجامعة نفقات سفر المريض والمرافق، بناءً على توصية اللجنة الطبية العليا، على أن تتوافق مع نظام الانتقال والسفر المعمول به في الجامعة ",نفقات السفر,المعالجة الخارجية,0.529469848
هل تغطي الجامعة نفقات المعالجة داخل المملكة؟,"نعم، الجامعة تغطي نفقات المعالجة داخل المملكة وفق التسعيرة الرسمية التي تصدر عن وزارة الصحة ونقابة الأطباء ",المعالجة داخل المملكة,المعالجة الطبية,0.528894961
هل تُقبل معادلة مواد مرت عليها أكثر من 7 سنوات؟,"لا، إلا للتخصصات الإنسانية حيث الحد الأقصى  5 سنة ","معادلة مواد، المدة الزمنية",الانتقال,0.532719254
هل تقتصر مهام شعبة الزراعة على المجالات الزراعية داخل الجامعة؟,"لا، تشمل أيضًا تقديم المشورة والدعم للمجتمع المحلي والمؤسسات الحكومية",الدعم الزراعي,مسؤوليات,0.532222211
هل تقدم الجامعة الهاشمية برامج دراسات عُليا؟,"نعم، تقدم الجامعة الهاشمية برامج ماجستير ودكتوراه في عدد من التخصصات ",الدراسات العليا,تعليم,0.531370223
هل تقدم الجامعة الهاشمية منحًا دراسية؟,"نعم، تقدم الجامعة منحًا دراسية للطلاب المتميزين ",المنح الدراسية,تعليم,0.532314658
هل توجد فترات محددة للتقديم للبعثات العلمية؟,"نعم، تحدد الجامعة مواعيد تقديم الطلبات وفقاً للتقويم الأكاديمي والتعليمات الصادرة عن مجلس العمداء ","مواعيد التقديم، البعثات","إدارية، زمنية",0.531185508
هل توجد فترة تجربة قبل تثبيت الموظف في الخدمة الدائمة؟,"نعم، يتم النظر في تثبيت الموظف بعد انتهاء فترة التجربة وفقًا للمعايير المحددة ",تجربة,الإدارة,0.530290246
هل في استرداد للبدلات المدفوعة بعد انتهاء فترة استخدام الخزانة؟,"التأمين هو الوحيد اللي ممكن يتم استرداده بعد تسليم الخزانة في الوقت المحدد، بينما بدلات الاستخدام غير مستردة ","استرداد، بدلات الاستخدام",تكاليف الاستخدام,0.529865324
هل في حالات ممكن يوافق فيها الرئيس على صرف المكافأة؟,"إيوة، إذا في حالات ما إجا عليها نص في التعليمات، الرئيس هو اللي بيقرر ","الرئيس، الحالات الغير منصوص عليها",إدارة,0.5311656
هل في شروط للاستخدام الصحيح للخزائن الحديدية؟,"إيوة، لازم الخزائن تستخدم فقط لأغراض جامعية، وما فيك تحتفظ بأي مواد ممنوعة أو محظورة داخل الخزنة ","استخدام الخزائن، مواد محظورة",شروط الاستخدام,0.530989587
هل لدى الجامعة الهاشمية مراكز بحثية متخصصة؟,"نعم، لدى الجامعة الهاشمية بعض المراكز البحثية المتخصصة ",مراكز البحث,تعليم,0.532377958
هل للجامعة الهاشمية علاقات دولية؟,"نعم، تسعى الجامعة الهاشمية لتعزيز علاقاتها مع الجامعات والمؤسسات الأكاديمية في الخارج ولديها اتفاقيات تعاون دولية ",العلاقات الدولية,تعليم,0.530786872
هل من الممكن أن يدرس الطالب مادة متزامنة مع متطلبها السابق؟,"نعم، يجوز للطالب دراسة مادة مع متطلبها السابق في حالات استثنائية إذا وافق عميد الكلية",مواد متزامنة,النظام الأكاديمي,0.529831231
هل هناك إمكانية لتجديد عضوية أعضاء مجلس البحث العلمي؟,"نعم، يتم تجديد عضوية أعضاء المجلس بعد مرور المدة المحددة ",تجديد العضوية,معلومات عامة,0.530001223
هل هناك استثناءات أخرى على تعليمات صرف المكافأة؟,لا توجد استثناءات أخرى غير ما تم ذكره في التعليمات ,"استثناءات، تعليمات المكافأة",تعليميات قانونية,0.529913962
هل هناك استثناءات في قبول الطلاب غير الأردنيين في البرنامج؟,"نعم، يتم تطبيق قرارات التعليم العالي فيما يتعلق بقبول الطلبة الوافدين غير الأردنيين في البرنامج ","الطلاب غير الأردنيين، التعليم العالي",تعليم,0.530046403
هل هناك استثناءات لتوزيع العلامات حسب طبيعة المادة؟,"نعم، المواد ذات الطبيعة الخاصة مثل الندوات والمشروعات والمختبرات يتم تحديد توزيع العلامات لها من قبل لجنة القسم أو الكلية ",استثناءات توزيع العلامات,تعليمات جامعية,0.530885994
هل هناك تغطية لمصاريف العلاج الطبيعي والتأهيلي داخل مركز التأهيل المجتمعي في الجامعة؟,"نعم، تتحمل الجامعة تكاليف العلاج الطبيعي داخل مركز التأهيل المجتمعي بما لا يتجاوز  0 جلسات، مع تحمل الجامعة 80% من تكلفة أول 5 جلسات و50% من باقي الجلسات ",العلاج الطبيعي,تغطية العلاج,0.52993995
هل هناك حد أقصى للإجازات السنوية؟,"نعم، الحد الأقصى للإجازة السنوية هو 30 يومًا، ويجب على الموظف استهلاك الإجازة في السنة نفسها ",الحد الأقصى للإجازة,قوانين العمل,0.53100884
هل هناك شروط خاصة للمراقبة على امتحانات طلبة الماجستير؟,يجب التأكد من قدرة طلبة الماجستير الحاصلين على منحة التدريس على ضبط قاعة الامتحان قبل تكليفهم بالمراقبة ,"طلبة الماجستير، منحة التدريس",مسؤوليات,0.530470908
هل هناك فرصة لتجديد عضوية مجلس البحث العلمي؟,"نعم، عضوية المجلس قابلة للتجديد",تجديد العضوية,معلومات عامة,0.53187108
هل يؤثر الانسحاب أو التأجيل على رسوم المستشفى؟,لا تشكل الموافقة على الانسحاب أو التأجيل إلزامًا للمستشفى بدفع الرسوم الجامعية أو الراتب الشهري للطالب ,"الانسحاب، التأجيل، الرسوم",تعليم,0.530143082
هل يؤثر الغياب بدون عذر مرضي على معدل الطالب؟,"نعم، إذا غاب الطالب دون عذر مرضي معتمد أو قهري، سيحرم من التقدم للامتحان النهائي ويعد راسبًا في المادة ",تأثير الغياب على المعدل,المواظبة,0.530200779
هل يؤثر الفصل الأكاديمي على التحاق الطالب بجامعات أخرى؟,"قد يؤثر الفصل الأكاديمي على قبول الطالب في جامعات أخرى، حيث قد تكون السجلات الأكاديمية سببًا في رفض الطلبات المستقبلية، ولكن يعتمد ذلك على سياسات الجامعة الجديدة ",التأثير على القبول,الأكاديميا,0.528855801
هل يتحمل التأمين الصحي تكاليف المعالجة خارج المملكة؟,"نعم، يتحمل التأمين الصحي 90% من تكاليف المعالجة في الخارج بشرط موافقة اللجنة الطبية العليا ",تكاليف المعالجة خارج المملكة,تقنية,0.531046033
هل يتطلب اجتياز الامتحان الشامل الحصول على معدل تراكمي معين؟,"لا يتطلب اجتياز الامتحان الشامل وجود معدل تراكمي معين، لكن يجب على الطالب إتمام جميع المواد بنجاح وحصوله على معدل تراكمي لا يقل عن 3 نقاط لتقديم الامتحان ","اجتياز الامتحان، معدل تراكمي",امتحان الماجستير,0.530228615
هل يتطلب الحصول على درجة الماجستير اجتياز الامتحان الشامل؟,"نعم، يجب على الطالب اجتياز الامتحان الشامل بنجاح للحصول على درجة الماجستير ","درجة الماجستير، اجتياز الامتحان",امتحان الماجستير,0.531298697
هل يتطلب النظام الحصول على تمويل خارجي للبحث العلمي؟,"نعم، يسعى العميد لإيجاد مصادر تمويل من داخل المملكة وخارجها",تمويل البحث العلمي,مسؤوليات,0.532706439
هل يتطلب النظام من الجامعات الأردنية الأخرى اتباع نفس الإجراءات؟,"لا، النظام خاص بالجامعة الهاشمية فقط",النظام الخاص,معلومات عامة,0.532131016
هل يتطلب بيع الموازم غير الصالحة قرارًا من الرئيس؟,"نعم، يتطلب بيع الموازم غير الصالحة قرارًا من الرئيس بناءً على توصية اللجنة المختصة ",بيع الموازم,إجراءات,0.530552685
هل يتعين على الطالب تقديم تقرير حول المناقشة؟,"نعم، يجب على الطالب تقديم تقرير تفصيلي عن المناقشة يتم عرضه على مجلس الدراسات العليا وفقًا للنموذج المعتمد ",تقرير المناقشة,مناقشة الرسالة,0.530625165
هل يتعين على الطالب دفع الرسوم الدراسية في بداية السنة؟,"نعم، يجب على الطالب دفع الرسوم المقررة في بداية كل سنة دراسية ","الرسوم الدراسية، السنة الدراسية",تعليم,0.529116631
هل يتعين على الطالب مراجعة عيادة الجامعة قبل الحصول على إجازة مرضية؟,"نعم، يجب على الطالب مراجعة عيادة الجامعة خلال ساعة من مرضه لتقييم حالته للحصول على إجازة مرضية معتمدة ","الإجازات المرضية، عيادة الجامعة",تعليم,0.529242992
