Question,Answer
كيف يتم تحديد التقدير الذي يحصل عليه الطالب في مادة ما؟,يتم تحديد التقدير بناءً على تقييم العلامات التي تم الحصول عليها في أعمال الفصل والامتحان النهائي.
هل يُسمح للطلاب بحضور محاضرات في مادة لم يلتزموا بتسجيليها؟,"لا، لا يُسمح لهم بحضور محاضرات في مواد غير مسجلة رسميًا في جدولهم الدراسي."
هل يمكن للطالب تغيير الجدول الدراسي بعد بدء الفصل؟,"نعم، يمكن للطالب تعديل الجدول الدراسي ضمن فترة التعديل المقررة."
كيف يتم احتساب العلامات الخاصة بالمواد التي درسها الطالب في جامعة أخرى؟,"يتم احتساب العلامات إذا كانت المواد مماثلة من حيث المحتوى، بشرط أن تكون التقديرات لا تقل عن 3.00 من 4.00."
"ماذا يحدث إذا حصل الطالب على علامة أقل من ""ج"" في المادة؟","يحصل الطالب على تقدير ""راسب"" في المادة ويجب عليه إعادة دراستها في وقت لاحق."
هل يمكن للطالب استعادة الساعات الدراسية التي انسحب منها في الفصل السابق؟,"نعم، يمكنه إعادة التسجيل في المادة في وقت لاحق للحصول على الساعات المعتمدة."
ماذا يحدث إذا اجتاز الطالب مادة في وقت مبكر؟,يتم احتساب الساعات المعتمدة للمادة وتضاف إلى مجموع الساعات التي أكملها الطالب في خطة دراسته.
هل يسمح للطلاب بالاستفادة من المواد الدراسية في فصل الصيف؟,"نعم، يمكن للطلاب دراسة مواد في فصل الصيف لزيادة عدد الساعات المعتمدة لديهم."
"هل يمكن للطلاب الذين حصلوا على تقدير ""منسحب"" إعادة دراسة المادة؟","نعم، يمكنهم إعادة دراسة المادة في فصل دراسي لاحق للحصول على درجة مكتملة."
هل يُسمح للطلاب الذين تم فصلهم أكاديميًا بالعودة إلى الجامعة؟,"نعم، بشرط استيفائهم لشروط معينة وإعادة التقديم بعد فترة الانقطاع."
هل يمكن للطالب الحصول على شهادة تخرج في حال اجتياز المواد بدون معدل تراكمي عالي؟,"لا، يجب على الطالب الحصول على معدل تراكمي لا يقل عن 2.00 من 4.00 ليتمكن من التخرج."
"ماذا يعني التقدير ""غير مكتمل"" في السجل الأكاديمي؟","يعني أن الطالب لم يتمكن من إتمام متطلبات المادة بسبب غياب مبرر أو ظرف طارئ، ويجب عليه استكمال المتطلبات في وقت لاحق."
هل يتم احتساب المواد التي لا ينجح فيها الطالب في المعدل التراكمي؟,"لا، المواد التي يحصل فيها الطالب على تقدير ""راسب"" لا تُحتسب في المعدل التراكمي."
ماذا يحدث إذا تم رفض طلب الطالب للانتقال إلى برنامج آخر؟,يتم إعلام الطالب بالأسباب ويتم منح فرصة لتقديم اعتراض أو تقديم طلب جديد في وقت لاحق.
هل يمكن للطالب دراسة مواد من برامج أخرى في نفس الكلية؟,"نعم، بشرط أن تتوافق المادة مع متطلبات البرنامج الحالي، وبعد موافقة القسم الأكاديمي."
هل يوجد حد للعدد الذي يمكن للطالب اجتيازه من الساعات الدراسية في الفصل الصيفي؟,"نعم، يحدد العدد المعتمد من الساعات التي يمكن للطالب دراستها في الفصل الصيفي حسب اللوائح الجامعية."
ماذا يحدث إذا كان معدل الطالب التراكمي أقل من الحد الأدنى للتخرج؟,يجب على الطالب رفع معدله التراكمي ليتمكن من التخرج. يمكنه إعادة دراسة بعض المواد لتحسين المعدل.
هل يمكن للطالب الحصول على درجة شرف في حال اجتيازه التخصص؟,"نعم، يمكن للطالب الحصول على درجة شرف إذا كان معدله التراكمي في مستوى ""ممتاز""."
هل يمكن للطلاب التسجيل في مواد صيفية حتى في حالة عدم تخرجهم؟,"نعم، يمكن للطلاب التسجيل في المواد الصيفية لتحسين معدلاتهم التراكمية أو لاستكمال الساعات المتبقية."
هل يُسمح للطلاب باستخدام وسائل أخرى لتعلم المواد بجانب المحاضرات؟,"نعم، يُسمح باستخدام الأدوات التعليمية الإلكترونية والكتب الدراسية المقررة لتعزيز الفهم."
هل من الممكن تغيير المقرر الدراسي في منتصف الفصل؟,"لا، لا يُسمح بتغيير المقرر الدراسي بعد بداية الفصل إلا في حالات استثنائية بموافقة القسم الأكاديمي."
ماذا يحدث إذا لم ينجح الطالب في تجاوز الامتحانات النهائية؟,"إذا فشل الطالب في اجتياز الامتحانات النهائية، يمكنه إعادة الامتحان في فصل لاحق، وتُسجل له ملاحظة ""غير مكتمل""."
هل يُسمح للطلاب بتغيير مواعيد الامتحانات النهائية؟,"لا، لا يُسمح بتغيير المواعيد إلا في حالات الطوارئ أو الأعذار المقبولة."
هل يمكن للطالب التسجيل في مواد دراسية إضافية بعد بدء الفصل؟,"نعم، يمكنه التسجيل في المواد المتاحة خلال فترة التسجيل المتأخر."
هل يحتاج الطالب إلى موافقة لتغيير التخصص في نفس الكلية؟,"نعم، يجب عليه الحصول على موافقة القسم الأكاديمي المسؤول عن التخصص الجديد."
هل يُسمح للطلاب بالدراسة عن بُعد في جميع المواد؟,"نعم، في بعض الحالات، يمكن للطلاب اختيار الدراسة عن بُعد إذا كانت المادة تسمح بذلك."
هل يمكن للطالب تأجيل الدراسة لمدة فصل دراسي؟,"نعم، يمكن تأجيل الدراسة إذا كانت هناك ظروف قهرية مع إثبات العذر وتقديم طلب رسمي."
ماذا يحدث إذا فشل الطالب في الحصول على الحد الأدنى من الساعات المعتمدة للتخرج؟,يجب عليه إكمال الساعات المتبقية في فصول دراسية لاحقة.
هل يمكن للطلاب الاشتراك في الأنشطة الطلابية أثناء الدراسة؟,"نعم، يمكن للطلاب الاشتراك في الأنشطة الطلابية التي تنظمها الجامعة أو الكلية."
ماذا يحدث إذا تم فصل الطالب بسبب مخالفات أكاديمية؟,"يتم فصل الطالب من الجامعة نهائيًا، وتُسجل ملاحظة ""مفصول أكاديميًا"" في سجله الأكاديمي."
كيف يمكن للطالب معرفة نتائج الامتحانات؟,يتم إعلان النتائج عبر بوابة الطالب الإلكترونية أو من خلال البريد الإلكتروني الجامعي.
هل يمكن للطلاب إعادة مادة أكاديمية خارج الجامعة؟,"نعم، بشرط أن تكون المادة معتمدة من الجامعة وقابلة للتحويل إلى ساعات معتمدة في البرنامج."
كيف يتم تنظيم الدورات التدريبية الصيفية؟,يتم الإعلان عن الدورات التدريبية الصيفية في بداية كل فصل صيفي من خلال الأقسام الأكاديمية.
هل يمكن للطلاب استبدال مادة دراسية بمواد أخرى؟,يمكن للطلاب استبدال بعض المواد بموافقة القسم الأكاديمي وبشرط أن تكون المواد الجديدة تتوافق مع الخطة الدراسية.
هل يحق للطالب حضور محاضرات خارج التخصص؟,"نعم، يمكن للطالب حضور محاضرات مواد اختيارية خارج تخصصه بشرط الموافقة من القسم الأكاديمي."
هل يمكن للطلاب الذين أكملوا ساعاتهم المعتمدة التخرج مبكرًا؟,"نعم، يمكن للطلاب التخرج مبكرًا إذا أكملوا جميع الساعات المطلوبة مع الحصول على المعدل التراكمي المطلوب."
هل يتم احتساب التقديرات الفصلية عند تغيير التخصص؟,"نعم، يتم احتساب التقديرات الفصلية للمواد التي دراستها الطالب في التخصص السابق عند حساب المعدل التراكمي."
هل يمكن للطلاب إعادة دراسة المادة إذا رسبوا في امتحان الكفاءة؟,"نعم، يمكن للطلاب إعادة دراسة مادة الكفاءة بعد رسوبهم، ويحق لهم التقديم مرة أخرى."
هل يتم احتساب مواد الترم الصيفي في المعدل التراكمي؟,"نعم، يتم احتساب المواد الدراسية في الترم الصيفي في المعدل التراكمي كما هو الحال في الفصول الدراسية الأخرى."
ما هي أفضل الطرق لتحسين المعدل التراكمي؟,يمكن تحسين المعدل التراكمي من خلال إعادة المواد التي رسب فيها الطالب أو التوسع في دراسة مواد إضافية ترفع من المعدل.
هل يمكن للطالب تجاوز بعض المواد إذا كان لديه خبرة سابقة؟,"نعم، يمكن للطلاب المتقدمين بمؤهلات أو خبرات سابقة أن يحصلوا على إعفاء من بعض المواد بشرط إثبات الخبرة."
هل يمكن للطالب حذف مادة دراسية من السجل الأكاديمي؟,"نعم، يمكنه حذف المادة خلال فترة التعديل بشرط ألا يؤثر ذلك على معدل التخرج."
هل يتاح للطلاب الحصول على درجات إضافية مقابل الأنشطة الأكاديمية؟,"نعم، يمكن للطلاب الحصول على درجات إضافية عبر المشاركة في الأنشطة الأكاديمية والبحثية داخل الكلية."
ماذا يحدث إذا تأخر الطالب في سداد الرسوم الدراسية؟,قد يتم تعليق تسجيله أو إلغاء تسجيله من المواد الدراسية حتى يتم تسوية الرسوم.
هل يمكن للطالب التحويل إلى جامعة أخرى بعد البدء في دراسته؟,"نعم، يمكن للطالب التحويل إلى جامعة أخرى بشرط أن تستوفي الجامعة الجديدة متطلبات التحويل."
هل يمكن للطالب التسجيل في مواد متقدمة قبل اجتيازه للمستويات الأدنى؟,"لا، يجب على الطالب اجتياز المواد الأساسية قبل التسجيل في المواد المتقدمة."
هل يُسمح للطلاب بالمشاركة في الأنشطة الطلابية أثناء الامتحانات؟,يتم السماح بالمشاركة في الأنشطة غير الدراسية بعد موافقة الإدارة الأكاديمية خلال فترة الامتحانات.
كيف يتم التفاعل مع مدرسين مختلفين في المواد الدراسية؟,"يتم التفاعل من خلال المحاضرات، ساعات المكتب، والمنتديات الإلكترونية التي تتيح للطلاب التواصل مع المدرسين."
هل يمكن للطلاب المشاركة في البحوث الأكاديمية خلال فترة دراستهم؟,"نعم، يمكن للطلاب المشاركة في البحوث الأكاديمية إذا كانت تتماشى مع برنامجهم الأكاديمي."
1. ما هي المادة التي تحدد أعداد الطلبة المقبولين في البرنامج الدولي؟,المادة (2)
2. من هم الطلاب الذين يمكنهم الالتحاق بالبرنامج الدولي؟,"الطلاب المتمتعون بجنسية غير أردنية، والحاصلون على الدرجات العلمية التي تؤهلهم للالتحاق بالبرنامج."
3. هل يمكن قبول الطلبة الأردنيين في البرنامج الدولي؟,"نعم، يمكن قبولهم إذا كانوا موفدين على نفقة المنظمات الدولية أو لم يقبلوا في البرنامج العادي."
4. ما هي تعليمات منح الدرجات العلمية التي تطبق على الطلبة في البرنامج الدولي؟,تعليمات منح الدرجات العلمية العليا النافذة في الجامعة.
5. هل يمكن التحويل من البرنامج الدولي إلى البرنامج العادي؟,"لا، لا يجوز التحويل."
6. هل تسري الإعفاءات على الطلبة في البرنامج الدولي؟,"لا، لا تسري الإعفاءات المنصوص عليها في أنظمة وتعليمات الجامعة."
7. من يبت في الحالات التي لم يرد عليها نص في التعليمات؟,رئيس الجامعة.
8. أين يتم تقديم طلبات الالتحاق ببرنامج الاختصاص العالي في الطب؟,إلى عمادة البحث العلمي والدراسات العليا.
9. ما هي الشروط الأساسية للقبول في برنامج الاختصاص العالي في الطب؟,"الحصول على درجة البكالوريوس في الطب، سنة امتياز، اجتياز الامتحان الكتابي والمقابلة الشخصية."
10. ماذا يجب أن يكون الطالب حاصلاً عليه من حيث الشهادات؟,درجة البكالوريوس في الطب أو ما يعادلها من جامعة معترف بها.
11. ما هي السنة الدراسية للبرنامج الاختصاصي في الطب؟,السنة الدراسية تكون من أول تموز إلى آخر حزيران من العام التالي.
12. هل يتم تحديد أعداد الطلبة المقبولين في برنامج الاختصاص؟,"نعم، يحددها مجلس العمداء بناءً على تنسيب من المجلس."
13. هل يشترط أن يكون الطالب متفرغًا لدراسته في برنامج الاختصاص؟,"نعم، يشترط أن يكون الطالب متفرغًا."
14. هل يجب على الطالب دفع الرسوم الدراسية؟,"نعم، يجب دفع الرسوم المقررة في بداية كل سنة دراسية."
15. ما هي المدة المقررة التي يستغرقها الطالب لإكمال متطلبات البرنامج؟,تتراوح المدة من 3 إلى 6 سنوات حسب التخصص.
16. ما هي المهام التي يقوم بها مشرف البرنامج؟,يقوم بتوجيه الطلاب في سير دراستهم في البرنامج طيلة فترة دراستهم.
17. ما هي القاعدة المتعلقة بالحضور والغياب للطلاب في البرنامج؟,لا يسمح للطالب بالتغيب أكثر من 5 أسابيع في السنة الدراسية.
18. ما هو الإجراء في حال غاب الطالب أكثر من 5 أسابيع؟,يعتبر الطالب راسبًا ويتم فصله من التخصص.
19. هل يمكن للطالب تأجيل دراسته؟,"نعم، يجوز للطالب تأجيل دراسته لمدة سنة دراسية واحدة."
20. هل يمكن للطالب الانسحاب من السنة الدراسية الأولى؟,"لا، لا يجوز له الانسحاب من السنة الدراسية الأولى."
21. هل يتم تأجيل السنة الدراسية في حالة فقدان الطالب لمقعده؟,"لا، لا يجوز للطالب تأجيل دراسته إلا بعد إزالة الملاحظات غير المكتملة."
22. في أي حالة يفقد الطالب مقعده في البرنامج؟,إذا لم يسجل في أي سنة دراسية في المواعيد المحددة.
23. ما هي الحالات التي تستوجب الفصل من البرنامج؟,إذا تدنى المعدل السنوي عن 70% أو تجاوز غيابه 5 أسابيع دون عذر.
24. كيف يتم حساب المعدل السنوي للطالب؟,يتم حساب المعدل السنوي من مجموع علامات الامتحانات وعلامات التقييم.
25. ما هي العلامة التي يحصل عليها الطالب في حال تغيب عن الامتحان النهائي دون عذر؟,يحصل على علامة 35%.
26. ما هو الحد الأدنى للنجاح في السنة الدراسية؟,70% هو الحد الأدنى للنجاح في السنة الدراسية.
27. كم يجب أن يكون المعدل التراكمي للطالب لكي يتمكن من النجاح؟,يجب أن يكون المعدله التراكمي 75% على الأقل.
28. هل يمكن للطالب الذي لم يرفع معدله التراكمي إلى 75% أن يعيد السنة؟,"نعم، يمكنه إعادة السنة إذا لم يصل إلى 75%."
29. هل يسمح للطالب الذي فصل من البرنامج التقديم مرة أخرى؟,"نعم، إذا لم يكن قد حصل على إنذار سابق عند فقدان المقعد."
30. ما هي الحالات التي تسمح للطالب بالانتقال من جامعة أخرى إلى البرنامج؟,إذا استوفى الطالب شروط القبول في المادة (4) من التعليمات.
31. هل يمكن للطالب الانتقال من تخصص إلى آخر ضمن البرنامج؟,"لا، لا يجوز الانتقال من تخصص إلى آخر."
32. ما هو تقييم الطالب في شهادة الاختصاص العالي في الطب؟,يعتمد على المعدل التراكمي.
33. ما هو الحد الأدنى للنجاح في الشهادة؟,النجاح في جميع السنوات حسب الخطة الدراسية مع معدل تراكمي لا يقل عن 75%.
34. كيف يتم تحديد تقدير الطالب في شهادة الاختصاص؟,يتم تحديده بناءً على المعدل التراكمي.
35. ما هو تقدير الطالب الذي يحصل على معدل تراكمي 88%؟,ممتاز.
36. ما هو تقدير الطالب الذي يحصل على معدل تراكمي بين 80% و87.99%؟,جيد جدًا.
37. ما هو تقدير الطالب الذي يحصل على معدل تراكمي بين 75% و79.99%؟,جيد.
38. كم من الوقت يستغرق الطالب لإكمال البرنامج في التخصص؟,من 3 إلى 6 سنوات.
39. كيف يتم التعامل مع العذر المرضي في حال غياب الطالب؟,يجب أن يقدم شهادة صحية معتمدة من المركز الصحي.
40. هل يمكن للطالب تأجيل دراسته في السنة الأولى؟,"لا، لا يجوز تأجيل السنة الأولى."
41. هل هناك فترة زمنية محددة لتقديم طلب التأجيل؟,يجب تقديمه قبل بداية السنة الدراسية المراد تأجيلها.
"42. إذا لم يلتزم الطالب بالمواظبة، ما الذي يحدث؟",سيتم فصله من البرنامج.
43. كم هو الحد الأقصى للغياب المسموح به للطالب في السنة الدراسية؟,5 أسابيع.
44. هل يمكن للطالب الانتقال بين الجامعات إلى نفس التخصص؟,"نعم، بشرط أن يستوفي شروط القبول."
45. ما هي الحالة التي يكون فيها الطالب معرضًا للإنذار؟,إذا تدنى معدله السنوي عن 75% أو لم يلتزم بالمهام المسندة إليه.
46. كيف يتم احتساب المعدل التراكمي للطالب؟,يتم حسابه من المعدلات السنوية لكل سنة دراسية.
47. ماذا يحدث إذا لم يرفع الطالب معدله إلى 75% في السنة الأخيرة؟,يفصل من البرنامج.
48. هل يتم تدريب الطلاب في المستشفيات؟,"نعم، يتم تدريب الطلاب في مستشفيات معتمدة من الجامعة."
49. هل يمكن للطالب إجراء فترة تدريب في مؤسسات أخرى؟,"نعم، لكن بحد أقصى 12 شهرًا طوال مدة البرنامج."
50. من يقرر ما إذا كان الطالب يستحق الاستمرار في البرنامج بعد التأجيل؟,العميد بناءً على توصية لجنة الكلية.
51. ما هي الوثائق المطلوبة للتقديم في البرنامج؟,"شهادة البكالوريوس، السيرة الذاتية، شهادة الامتياز، نتائج امتحانات اللغة الإنجليزية إن وجدت."
52. هل يتم قبول الطلاب الذين يدرسون في الخارج؟,"نعم، بشرط أن تكون شهاداتهم معترف بها من قبل وزارة التعليم العالي."
53. هل يمكن للطلاب المشاركة في الأبحاث أثناء دراستهم؟,"نعم، يتم تشجيع الطلاب على المشاركة في الأبحاث العلمية."
54. ما هو معدل النجاح في امتحانات الدخول؟,يتم تحديده سنويًا حسب مخرجات امتحانات العام السابق.
55. كم عدد الساعات الدراسية لكل فصل دراسي؟,يتراوح بين 12 إلى 18 ساعة دراسية حسب التخصص.
56. هل يتم تقييم الطلاب من خلال الامتحانات فقط؟,"لا، التقييم يتم من خلال الامتحانات، المشاريع، والمشاركة الصفية."
57. كيف يتم تقييم الطالب في امتحانات المواد العملية؟,يتم التقييم بناءً على الأداء العملي في مختبرات التخصص.
58. هل يشترط اجتياز الامتحانات النهائية للتخرج؟,"نعم، يجب على الطالب اجتياز الامتحانات النهائية للحصول على الدرجة العلمية."
59. هل يمكن للطالب تأجيل التخرج؟,"نعم، إذا لم يستكمل الطالب بعض المتطلبات الدراسية."
60. ما هي القواعد المتعلقة بالأعذار المقبولة للغياب؟,يجب تقديم شهادة طبية معتمدة أو ما يثبت السبب الحقيقي للغياب.
61. هل يمكن للطالب طلب انتقال إلى جامعة أخرى؟,"نعم، إذا كان يحقق شروط القبول في الجامعة الجديدة."
62. ما هو الحد الأدنى لمعدل الطالب للانتقال إلى جامعة أخرى؟,يجب أن يكون المعدل التراكمي لا يقل عن 75%.
63. هل يمكن للطالب الحصول على منح دراسية؟,"نعم، توجد منح دراسية داخلية وخارجية وفقًا لاحتياجات الطالب."
64. هل يمكن للطالب العمل أثناء الدراسة؟,"نعم، بشرط أن لا يتعارض مع ساعات الدراسة والمشاركة في الأنشطة الجامعية."
65. هل يسمح للطلاب بالقيام بتدريب في الخارج؟,"نعم، بشرط أن يكون التدريب في مؤسسة معترف بها."
66. هل يتم فرض غرامات على الطلاب المتأخرين عن دفع الرسوم الدراسية؟,"نعم، يتم فرض غرامات تأخير بعد فترة معينة من الموعد المحدد."
67. كيف يمكن للطالب إلغاء تسجيله في البرنامج؟,يجب تقديم طلب رسمي لإلغاء التسجيل قبل بداية الفصل الدراسي.
68. هل يمكن للطلاب الذين لم يستكملوا متطلبات التخرج العودة لإكمال دراستهم؟,"نعم، يمكنهم العودة بعد فترة إجازة من الدراسة."
69. هل يمكن للطالب إعادة السنة الدراسية؟,"نعم، إذا لم يكن قد استوفى متطلبات السنة الدراسية."
70. هل يتم قبول الطلاب الأجانب في التخصصات الطبية؟,"نعم، يتم قبول الطلاب الأجانب في بعض التخصصات الطبية بعد اجتياز الشروط المطلوبة."
71. هل يمكن للطالب الاشتراك في برامج تدريبية خارج الجامعة؟,"نعم، بعد الحصول على موافقة القسم الأكاديمي."
72. هل يتعين على الطالب إتمام الدراسة في جامعة معينة؟,"نعم، يتعين على الطالب إتمام دراسته في الجامعة التي بدأ فيها."
73. كم عدد المرات التي يمكن للطالب فيها إعادة الامتحان؟,يمكنه إعادة الامتحان مرة واحدة فقط في حال الرسوب.
74. ما هو النظام الأكاديمي الذي يتبعه البرنامج؟,"يعتمد البرنامج على النظام الفصلي، حيث يتم تقسيم السنة الدراسية إلى فصلين."
75. هل يسمح للطلاب بالدراسة بدوام جزئي؟,"نعم، ولكن ذلك يتطلب موافقة من عمادة الدراسات العليا."
76. كيف يتم ترتيب الطلاب عند التخرج؟,يتم ترتيب الطلاب وفقًا للمعدل التراكمي من الأعلى إلى الأدنى.
77. ما هي مدة الإجازة بين الفصول الدراسية؟,تتراوح الإجازة بين الفصول من أسبوعين إلى أربعة أسابيع.
78. هل يمكن للطالب تأجيل الدراسة في حال الظروف الطارئة؟,"نعم، يمكن للطالب تأجيل الدراسة لمدة سنة في حال الظروف الطارئة."
79. هل هناك برامج تبادل طلابي؟,"نعم، تقدم الجامعة برامج تبادل طلابي مع مؤسسات أكاديمية دولية."
80. ما هو الحد الأدنى للمعدل التراكمي للدخول في برنامج الاختصاصات الطبية؟,75% هو الحد الأدنى للمعدل التراكمي.
81. هل يتم تدريس بعض المواد باللغة الإنجليزية؟,"نعم، العديد من التخصصات يتم تدريسها باللغة الإنجليزية."
82. هل يمكن للطلاب استلام شهادات دراسية عبر الإنترنت؟,"نعم، يمكن استلام الشهادات إلكترونيًا بعد التخرج."
83. هل يتم قبول الطلاب ذوي الاحتياجات الخاصة في البرنامج؟,"نعم، يتم توفير تسهيلات للطلاب ذوي الاحتياجات الخاصة."
84. هل يتعين على الطالب اتباع الخطة الدراسية المقررة؟,"نعم، يجب على الطالب اتباع الخطة الدراسية وفقًا لمتطلبات التخصص."
85. كيف يمكن للطالب معرفة مواعيد الامتحانات؟,يتم نشر مواعيد الامتحانات على الموقع الإلكتروني للجامعة.
86. هل يمكن للطالب اختيار مشرف دراسي خاص به؟,"نعم، يمكن للطالب اختيار مشرف دراسي في حال توافر الإمكانيات."
87. هل يمكن للطلاب المشاركة في الأنشطة الاجتماعية والثقافية؟,"نعم، يتم تشجيع الطلاب على المشاركة في الأنشطة الاجتماعية والثقافية."
88. ما هي معايير قبول الطلاب في برامج الدراسات العليا؟,"يعتمد القبول على المعدل التراكمي، نتائج الامتحانات، وخبرة العمل إن وجدت."
89. هل يمكن للطلاب تأجيل القبول بعد الحصول عليه؟,"نعم، يمكن تأجيل القبول لمدة فصل دراسي واحد في حالات استثنائية."
90. هل توجد فرص عمل للخريجين داخل الجامعة؟,"نعم، توجد فرص عمل لبعض الخريجين في الجامعات أو المستشفيات المعترف بها."
91. هل يشارك الطلاب في الأنشطة الرياضية؟,"نعم، توجد فرق رياضية يمكن للطلاب الانضمام إليها."
92. هل يحق للطلاب الحصول على امتيازات خاصة بعد التخرج؟,"نعم، يمكن للطلاب الحصول على امتيازات خاصة حسب أدائهم الأكاديمي."
93. ما هو الحد الأقصى لعدد سنوات الدراسة في البرنامج؟,الحد الأقصى هو 6 سنوات.
94. هل يحصل الطالب على شهادة معترف بها دوليًا بعد التخرج؟,"نعم، الشهادة معترف بها دوليًا من قبل وزارة التعليم العالي."
95. هل يمكن للطلاب المشاركة في الندوات العلمية؟,"نعم، يتم تنظيم ندوات علمية يشارك فيها الطلاب والأساتذة."
96. هل يتم تقديم مراجع دراسية للطلاب؟,"نعم، يتم توفير مراجع دراسية إلكترونية أو من خلال المكتبة الجامعية."
97. هل يجب على الطالب الالتزام بحضور المحاضرات؟,"نعم، الحضور إلزامي للحصول على الدرجات النهائية."
98. هل يمكن للطلاب المشاركة في المؤتمرات العلمية؟,"نعم، يتم تشجيع الطلاب على المشاركة في المؤتمرات العلمية."
99. هل يوجد دعم أكاديمي للطلاب؟,"نعم، توجد جلسات دعم أكاديمي للطلاب الذين يحتاجون إلى مساعدة."
100. هل يوجد نظام مساعدة مالية للطلاب؟,"نعم، تقدم الجامعة مساعدة مالية للطلاب ذوي الاحتياجات."
ما هي شروط التخرج في الجامعة؟,"يجب على الطالب اجتياز جميع المقررات الدراسية في برنامجه الأكاديمي بنجاح، والحصول على معدل تراكمي لا يقل عن 2.00 من 4.00."
هل يمكن للطالب تغيير تخصصه خلال الدراسة؟,"نعم، يمكن للطالب تغيير تخصصه إذا توافرت الشروط الأكاديمية المناسبة، وبعد موافقة القسم الأكاديمي."
ما هي طريقة حساب المعدل التراكمي؟,"يتم حساب المعدل التراكمي بناءً على الدرجات التي حصل عليها الطالب في جميع المواد الدراسية التي درسها، مع مراعاة الساعات المعتمدة لكل مادة."
هل يتم احتساب المواد التي لم ينجح فيها الطالب في المعدل التراكمي؟,"لا، المواد التي يرسب فيها الطالب لا تُحتسب في المعدل التراكمي."
ما هو الحد الأدنى للعدد الذي يجب على الطالب اجتيازه من الساعات الدراسية في الفصل؟,الحد الأدنى هو 12 ساعة معتمدة في الفصل الدراسي الواحد.
هل يمكن للطالب حذف مادة من جدوله الدراسي بعد بدء الفصل؟,"نعم، يمكن للطالب حذف المادة خلال فترة التعديل المقررة، بشرط ألا تؤثر على متطلبات التخرج."
ماذا يحدث إذا تخلف الطالب عن الامتحان النهائي؟,"إذا كانت هناك ظروف قهرية، يمكن للطالب تقديم عذر مقبول وإعادة الامتحان في موعد لاحق."
هل يمكن للطالب دراسة مواد صيفية؟,"نعم، يمكن للطلاب التسجيل في المواد الصيفية لزيادة عدد الساعات المعتمدة لديهم أو لتحسين المعدل التراكمي."
ما هو الحد الأقصى للساعات التي يمكن للطالب التسجيل فيها في الفصل الدراسي؟,الحد الأقصى هو 18 ساعة معتمدة في الفصل الدراسي الواحد.
هل يمكن للطالب التخرج دون إتمام جميع الساعات الدراسية؟,"لا، يجب على الطالب إتمام كافة الساعات المعتمدة المطلوبة في برنامجه الأكاديمي للتخرج."
كيف يتم إعلان نتائج الامتحانات؟,يتم إعلان نتائج الامتحانات عبر البوابة الإلكترونية الخاصة بالجامعة أو من خلال البريد الإلكتروني الجامعي.
هل يمكن للطلاب تعديل مواعيد الامتحانات النهائية؟,"لا، لا يمكن تعديل مواعيد الامتحانات إلا في حالات استثنائية وفقًا لسياسات الجامعة."
هل يمكن للطالب التحويل إلى جامعة أخرى؟,"نعم، يمكن للطالب التحويل إلى جامعة أخرى إذا كانت شروط التحويل متوافقة مع سياسات الجامعة الجديدة."
ما هي الفائدة من المشاركة في الأنشطة الطلابية؟,المشاركة في الأنشطة الطلابية تساهم في تطوير المهارات الشخصية والاجتماعية وتعزز من فرص التوظيف بعد التخرج.
هل يمكن للطالب استعادة المواد التي انسحب منها؟,"نعم، يمكن للطالب إعادة دراسة المواد التي انسحب منها في فصول لاحقة."
"ماذا يحدث إذا كانت درجة الطالب في مادة ""غير مكتمل""؟",يجب على الطالب استكمال متطلبات المادة في فترة لاحقة ليحصل على التقدير النهائي.
هل يوجد حد للعدد الذي يمكن للطالب دراسته من المواد في فصل الصيف؟,"نعم، هناك حد معين لعدد الساعات التي يمكن للطالب دراستها في فصل الصيف بحسب اللوائح الجامعية."
كيف يمكن للطالب تحسين معدله التراكمي؟,يمكن تحسين المعدل التراكمي عبر إعادة المواد التي رسب فيها الطالب أو استكمال مواد إضافية لتحسين الدرجات.
هل يحق للطالب تغيير تخصصه إذا كانت معدلاته ضعيفة؟,يمكن للطالب تغيير تخصصه بشرط أن يحقق المتطلبات الأكاديمية اللازمة لذلك التخصص الجديد.
"ماذا يعني التقدير ""راسب"" في السجل الأكاديمي؟","يعني أن الطالب لم يحقق الدرجة المطلوبة في المادة، ويجب عليه إعادة المادة في وقت لاحق."
هل يتم احتساب المواد الاختيارية في المعدل التراكمي؟,"نعم، يتم احتساب المواد الاختيارية في المعدل التراكمي بشرط أن تكون جزءًا من الخطة الدراسية للبرنامج الأكاديمي."
ماذا يحدث إذا تأخر الطالب في تسديد الرسوم الدراسية؟,قد يتم تعليق تسجيل الطالب في المواد الدراسية حتى يتم تسوية الرسوم المستحقة.
هل يمكن للطلاب التقديم للمشاركة في البحوث الأكاديمية؟,"نعم، يمكن للطلاب التقديم للمشاركة في البحوث الأكاديمية التي تتناسب مع مجال تخصصهم الأكاديمي."
كيف يتم احتساب ساعات العمل التطوعي في السجل الأكاديمي؟,بعض الجامعات قد تحتسب ساعات العمل التطوعي كمادة اختيارية تضاف إلى السجل الأكاديمي للطالب.
هل يُسمح للطلاب بالتحويل من قسم إلى آخر في نفس الكلية؟,"نعم، يمكن للطلاب التحويل بين الأقسام الأكاديمية داخل نفس الكلية بعد التقديم للطلب وتقييمه من قبل إدارة الكلية."
