Question,Answer
ما هي المادة التي تحدد مكافآت المكلفين بتنفيذ الدورات التدريبية داخل المملكة؟,المادة 17
ماذا يراعى عند تحديد مكافآت المدربين داخل المملكة؟,أن لا تزيد المكافأة عن 75% من صافي إيراد الدورة بعد خصم النفقات الأخرى
من يقرر تحديد مكافأة المدرب في الحالات الخاصة؟,الرئيس بناءً على تنسيب المدير
ما هي النسبة التي يمكن أن تتجاوزها مكافأة المدرب في الحالات الخاصة؟,75% من صافي إيراد الدورة
ماذا يحدث إذا كانت الدورة التدريبية المنفذة داخل المملكة عن طريق منفذها؟,يحق للرئيس صرف مكافأة مقطوعة للمدرب لا تتجاوز 75% من صافي إيراد الدورة
ما هي النسبة التي يستحق المدرب مكافأتها إذا كان التدريب خارج المملكة وكان عبر منفذ الدورة؟,80% من صافي إيراد الدورة
ما هي النسبة التي يستحق المدرب مكافأتها إذا كانت الدورة خارج المملكة وتمت عبر المركز أو الجامعة؟,50% من صافي إيراد الدورة
من يقرر صرف مكافآت للأشخاص الذين لا يحملون مؤهلات علمية أو رتب جامعية؟,الرئيس بناءً على تنسيب المدير
ما هي المادة التي تنظم منح مكافآت للأشخاص غير الحاملين مؤهلات علمية؟,المادة 18
ما هي الغاية من عقد الدورات التدريبية غير الربحية؟,لأغراض تسويقية أو خدمة للطلبة أو المجتمع المحلي
من يوافق على عقد دورات تدريبية على أسس غير ربحية؟,الرئيس بناءً على تنسيب المدير
ماذا يقرر الرئيس بخصوص مكافآت الاستشارات والدراسات؟,يقرر صرف ما لا يتجاوز 80% من صافي إيرادات الاستشارات التي تأتي عن طريق المنفذ
ما هي النسبة القصوى التي يمكن أن يحصل عليها المدرب من صافي إيرادات الاستشارات التي تأتي عن طريق المركز أو الجامعة؟,50%
من يبت في الحالات التي لم يرد عليها نص في التعليمات؟,الرئيس
ماذا يجب أن يراعى عند تقديم الخدمات المنصوص عليها في هذه التعليمات؟,يجب أن تتم عبر المركز
ما هي المادة التي تحدد أن الخدمات يتم تقديمها عبر المركز؟,المادة 22
من يبت في الحالات التي لم يتم تحديدها في التعليمات؟,الرئيس
من المسؤول عن تنفيذ أحكام هذه التعليمات؟,الرئيس ورئيس المجلس والمدير
ما هو الاسم الكامل للمركز الذي يعنى بالفحوصات اللاإتلافية؟,مركز الفحوصات اللاإتلافية في الجامعة الهاشمية
متى يتم العمل بتعليمات مركز الفحوصات اللاإتلافية؟,اعتباراً من تاريخ إقرارها
ما هي المادة التي تنص على إنشاء مركز الفحوصات اللاإتلافية؟,المادة 3
إلى من يرتبط مركز الفحوصات اللاإتلافية إدارياً؟,رئيس الجامعة أو من ينوب عنه
ما هو الهدف الأساسي لمركز الفحوصات اللاإتلافية؟,تطبيق طرق الفحوصات اللاإتلافية على المنشآت الصناعية والمدنية والخدمية
ما هي التقنية التي يستخدمها المركز؟,تقنيات التحليل والقياس للمواد والمنتجات والمنشآت الصناعية
من يحدد سياسة عمل المركز؟,مجلس المركز
من يحدد خطة عمل المركز السنوية؟,مجلس المركز
ماذا يشمل عمل مجلس المركز؟,وضع السياسة العامة للمركز وإقرار خطة العمل السنوية
من الذي يعد الموازنة السنوية للمركز؟,مدير المركز
ماذا يجب على مدير المركز إعدادها سنوياً؟,مشروع الموازنة السنوية
ما هي مهمة مدير المركز في إعداد تقريره السنوي؟,إعداد التقرير السنوي عن أعمال المركز وخطته
من يتولى إعداد الهيكل التنظيمي للمركز؟,مدير المركز
من يتولى إعداد النماذج الخاصة بتقديم المشاريع للمركز؟,مدير المركز
ما هي المسؤولية المالية للمركز؟,إدارة صندوق مركز الفحوصات اللاإتلافية في الجامعة الهاشمية
من المسؤول عن تنفيذ القرارات الصادرة عن مجلس المركز؟,مدير المركز
كيف يتم تمويل مركز الفحوصات اللاإتلافية؟,من مساهمة الجامعة والإيرادات التي يحصل عليها المركز من المؤسسات والشركات
ما هي نسبة الدعم المالي التي يقدمها المركز للأبحاث؟,نسبة من التكلفة المالية يتم تحويلها إلى ميزانية الجامعة
ما هي تعليمات دعم الأبحاث العلمية التي تطبق على مشاريع الأبحاث في المركز؟,تعليمات دعم الأبحاث العلمية المعمول بها في الجامعة الهاشمية
من يتولى تصريف مكافأة الباحثين أو الفريق البحثي؟,المدير بتنسيب من الرئيس بعد اعتماد التقرير النهائي للبحث
كيف يتم التعامل مع براءات الاختراع الناتجة عن الأبحاث في المركز؟,يتم تحديد حصة صندوق المركز بــ 50% من حصة الجامعة بعد خصم حصة الشركة
من المسؤول عن تنفيذ أحكام التعليمات المتعلقة بمنح الإجازة الطارئة لأعضاء هيئة التدريس؟,رئيس الجامعة
ما هو الحد الأقصى لمدة الإجازة الطارئة التي يمكن منحها لأعضاء هيئة التدريس؟,8 أشهر
كم عدد المرات التي يمكن أن تمنح فيها الإجازة الطارئة لعضو هيئة التدريس؟,مرة واحدة
ما هي الفترة التي يجب أن يعود فيها عضو هيئة التدريس للعمل بعد الإجازة الطارئة؟,في الفصل الذي يلي الإجازة (الفصل الأول أو الفصل الثاني)
ما هي نسبة أعضاء هيئة التدريس التي يمكن الاستثناء منهم في منح الإجازة الطارئة؟,20%
ما هي الخدمة الفعلية المطلوبة لمنح الإجازة الطارئة؟,لا تقل عن 5 سنوات خدمة فعلية في الجامعة
هل يمكن قطع الإجازة الطارئة بعد نفاذها؟,لا يجوز
ما هي المادة التي تنظم منح الإجازة الطارئة لأعضاء هيئة التدريس؟,المادة 2 من تعليمات منح الإجازة الطارئة
ما هي المادة التي تحدد أن الإجازة الطارئة تكون مرة واحدة فقط؟,المادة 2 من تعليمات منح الإجازة الطارئة
ما هو المسمى الوظيفي للشخص الذي يرفع مشروع البحث للمجلس لدراسته؟,مدير المركز
ما هي المادة التي تحدد أن المجلس يدرس ويقيم المشاريع البحثية المقدمة للمركز؟,المادة 5
من يحدد آلية تمويل المشاريع البحثية في المركز؟,مجلس المركز
من يقوم بتسويق نتائج الأبحاث العلمية في المركز؟,مدير المركز
كيف يتم تحديد حصة المركز من نتائج الأبحاث وبراءات الاختراع؟,يتم تحديد حصة المركز بــ 50% من حصة الجامعة بعد خصم حصة الشركة
ما هو المبلغ الذي يخصص من إيرادات المركز لدعم أنشطته؟,حصة المركز من نتائج الأبحاث وبراءات الاختراع
من الذي يدرس الاتفاقيات التي يوقعها المركز؟,مجلس المركز
من المسؤول عن اتخاذ القرارات الخاصة باتفاقيات المركز؟,رئيس الجامعة بناءً على توصية مجلس المركز
ما هي المسؤولية الأساسية للمجلس في تحديد الخطط المستقبلية للمركز؟,وضع الخطط المستقبلية التي تتلاءم مع طبيعة عمل المركز
ماذا يجب أن يتضمن مشروع الهيكل التنظيمي للمركز؟,التعديلات التي تخدم أهداف المركز وتحقق غاياته
من يراجع كلفة مشاريع البحوث المقدمة للدعم؟,مدير المركز
ما هو النص الذي يتم تصرف مكافآت المكلفين بتنفيذ الدورات التدريبية بناءً عليه؟,وفقاً لنص المادة (4/أ) من نظام الرواتب والعلاوات في الجامعة رقم (103) لسنة 2003.
ما هي النسبة المقررة لمكافآت المدربين وفقاً للمادة (17) من التعليمات؟,لا تزيد عن 75% من صافي إيراد الدورة بعد خصم النفقات الأخرى.
"في حال تحديد مكافآت المدربين بناءً على تنسيب المدير للرئيس، ما هي النسبة القصوى للمكافأة؟",النسبة لا تتجاوز 75% من صافي إيراد الدورة بعد خصم النفقات.
ماذا ينص عليه في حالة إجراء الدورة التدريبية خارج المملكة؟,"يتم تحديد مكافأة المدرب بنسبة 80% من صافي إيراد الدورة إذا كانت الدورة عن طريق منفذها، و50% إذا كانت عن طريق المركز أو الجامعة."
ما هي المكافأة المحددة للمدربين في حال كانت الدورة التدريبية داخل المملكة؟,لا تتجاوز 75% من صافي إيراد الدورة بعد خصم النفقات الأخرى.
هل يحق للرئيس تحديد مكافأة تتجاوز النسبة المحددة في المادة (17) من التعليمات؟,"نعم، في حالات خاصة بناءً على تنسيب المدير."
ما هي الحالات التي يمكن أن تُعقد فيها دورات تدريبية غير ربحية؟,"بناءً على موافقة الرئيس بتنسيب من المدير، وتكون الإيرادات أقل من النفقات لأغراض تسويقية أو خدمة للطلبة أو المجتمع المحلي."
هل يحق للعاملين في الجامعة تقديم الخدمات خارج المركز؟,لا يجوز تقديم الخدمات إلا من خلال المركز.
من هو المسؤول عن تنفيذ التعليمات المتعلقة بمركز الفحوصات اللاإتلافية؟,"رئيس الجامعة، رئيس المجلس، والمدير."
من يشرف على إدارة مركز الفحوصات اللاإتلافية في الجامعة؟,المركز يرتبط إدارياً برئيس الجامعة أو بمن ينيبه.
ما هو الهدف الأساسي لمركز الفحوصات اللاإتلافية؟,تطبيق طرق الفحوصات اللاإتلافية على المنشآت الصناعية والمدنية وتحسين مواصفات المواد والمنتجات.
ما هي المهام التي يتولاها مجلس المركز؟,"رسم السياسة العامة للمركز، إقرار خطة العمل السنوية، مناقشة الموازنة، وتقييم الأبحاث العلمية."
من يشكل المجلس في مركز الفحوصات اللاإتلافية؟,"رئيس المجلس، عميدان من الجامعة، مدير المركز، ممثلون عن القطاعات الصناعية."
ما هي أولويات المركز في دعم مشاريع الأبحاث؟,دعم المشاريع التي تخدم أغراض التنمية والتطوير في المجتمع الأردني والعربي والدولي.
هل يتم صرف مكافأة للباحثين في المركز؟,"نعم، تصرف مكافأة للباحثين بعد اعتماد التقرير النهائي للبحث."
ما هي شروط منح إجازة طارئة لأعضاء هيئة التدريس؟,يتم منح إجازة طارئة دون راتب لمدة لا تزيد على 8 أشهر بناءً على تنسيب المجلس.
هل يجوز قطع الإجازة الطارئة بعد نفاذها؟,لا يجوز قطع الإجازة الطارئة بعد نفاذها.
كم يجب أن تكون مدة الخدمة الفعلية في الجامعة قبل منح الإجازة الطارئة؟,يجب أن لا تقل عن 5 سنوات خدمة فعلية في الجامعة.
من الذي يقرر منح إجازة طارئة لأعضاء هيئة التدريس؟,يتم القرار من قبل مجلس العمداء بناءً على تنسيب مجلس القسم ومجلس الكلية.
هل يمكن منح الإجازة الطارئة أكثر من مرة لعضو هيئة التدريس؟,"لا، تُمنح الإجازة الطارئة لمرة واحدة فقط."
ما هي نسبة أعضاء هيئة التدريس التي يمكن منحهم إجازة طارئة في القسم؟,يمكن منح إجازة طارئة بنسبة 20% من أعضاء هيئة التدريس في القسم.
ما هو النص الذي يحدد كيفية تحديد المكافآت للمدربين؟,وفقاً لنص المادة (4/أ) من نظام الرواتب والعلاوات في الجامعة رقم (103) لسنة 2003.
ماذا يحدث إذا كانت الدورة التدريبية قد تم تنفيذها عن طريق منفذها خارج المملكة؟,يتم صرف مكافأة مقطوعة للمدرب لا تتجاوز 75% من صافي إيراد الدورة.
هل يجوز أن يتجاوز الرئيس المكافآت المحددة في التعليمات؟,"نعم، إذا كانت هناك حالات خاصة بناءً على تنسيب المدير."
هل يجوز منح مكافآت خاصة للدورات التدريبية خارج المملكة؟,"نعم، المكافآت تتراوح بين 50% إلى 80% حسب طريقة تنفيذ الدورة."
ماذا يجب أن يحدث عند عدم وجود نص يتعلق بالحالات الخاصة في التعليمات؟,يبت الرئيس في هذه الحالات.
من المسؤول عن تنفيذ تعليمات مركز الفحوصات اللاإتلافية؟,رئيس الجامعة ورئيس المجلس والمدير مسؤولون عن التنفيذ.
هل توجد قيود على صرف المكافآت في حالة تنفيذ دورات تدريبية داخل المملكة؟,"نعم، المكافآت لا تتجاوز 75% من صافي إيراد الدورة."
من يحدد السياسة العامة للمركز؟,مجلس المركز هو المسؤول عن رسم السياسة العامة.
ما هي المهام التي يتولاها المدير في مركز الفحوصات اللاإتلافية؟,"إدارة شؤون المركز، إعداد الموازنة، تنفيذ القرارات، وتفعيل دور المركز."
هل يحق للمدير إبرام اتفاقيات مع جهات خارجية؟,"نعم، يقوم المدير بإعداد مسودات الاتفاقيات وعرضها على المجلس."
هل يجب أن يكون البحث مرتبطاً بالتنمية في المجتمع الأردني؟,"نعم، تعطى الأولوية لدعم الأبحاث التي تخدم أغراض التنمية في المجتمع الأردني."
من الذي يقرر المكافآت للمدربين في الحالات الخاصة؟,يتم ذلك بناء على تنسيب المدير للرئيس.
ما هو الحد الأقصى لمكافأة المدرب إذا كانت الدورة عن طريق المركز أو الجامعة؟,لا تتجاوز 50% من صافي إيراد الدورة.
من يوافق على عقد الدورات التدريبية غير الربحية؟,يتم الموافقة من الرئيس بناءً على تنسيب المدير.
ماذا يحدث إذا كانت الإيرادات أقل من النفقات في الدورات التدريبية؟,يمكن عقد الدورة على أسس غير ربحية بناءً على موافقة الرئيس.
هل يمكن منح الإجازة الطارئة لأعضاء هيئة التدريس بعد مرور أقل من 5 سنوات؟,لا يجوز منحها.
ما هو نوع المكافأة التي تصرف للمدربين في حال إجراء دورة تدريبية خارج المملكة؟,80% إذا كانت الدورة عن طريق منفذها و50% إذا كانت عن طريق المركز أو الجامعة.
ماذا يحدث إذا كانت الدورة التدريبية عن طريق منفذها داخل المملكة؟,يتم صرف مكافأة مقطوعة للمدرب لا تتجاوز 75% من صافي إيراد الدورة.
من الذي يوافق على المكافآت المتعلقة بالدورات التدريبية؟,الرئيس بناءً على تنسيب المدير.
هل هناك استثناءات على المكافآت في حالة وجود حالات خاصة؟,"نعم، يمكن تعديل المكافآت بناءً على توصية من المدير."
كيف يتم تحديد مكافآت المدربين في حالة وجود دورة تدريبية خارج المملكة؟,"80% من صافي الإيراد في حالة التنفيذ عن طريق المنفذ، 50% إذا كانت عن طريق المركز أو الجامعة."
هل يحق للرئيس تحديد مكافأة المدرب تتجاوز 75%؟,"نعم، في حالات خاصة وبناء على تنسيب المدير."
ما هي صلاحيات رئيس المجلس في مركز الفحوصات اللاإتلافية؟,رئيس المجلس يقوم بالتنسيب وإقرار مشاريع الأبحاث والاتفاقيات وتطوير عمل المركز.
من يوافق على عقد اتفاقيات مع الجهات الخارجية؟,يتم التوصية بذلك من رئيس المجلس إلى رئيس الجامعة.
ما هو الهدف من تطبيق الفحوصات اللاإتلافية؟,لتحليل المواد والمنتجات الصناعية وتحسين مواصفاتها وزيادة عمرها الافتراضي.
ماذا يجب أن يتم فعله في حالة الحاجة لمكافآت خاصة غير محددة؟,يبت الرئيس في الحالات الخاصة بناءً على تنسيب المدير.
ما هي النسبة المقررة للمكافآت في حالة تنفيذ الاستشارات والدراسات؟,"لا تتجاوز 80% من صافي الإيراد إذا كانت عن طريق منفذها، و50% إذا كانت عن طريق المركز أو الجامعة."
ماذا يحدث إذا تمت الدورة التدريبية داخل الجامعة؟,"المكافآت تكون وفقاً للحدود المذكورة في المادة 17، وتكون 75% من صافي الإيراد بعد خصم النفقات الأخرى."
من الذي يقوم بتفعيل دور المركز؟,المدير هو المسؤول عن الاتصال بالجهات المعنية داخل وخارج الجامعة.
هل يجوز للرئيس إصدار قرارات خاصة لمكافآت خاصة؟,"نعم، بناءً على توصية من مدير المركز في حالات خاصة."
ما هي المهام التي يتولاها المدير في مركز الفحوصات اللاإتلافية؟,"إدارة المركز، إعداد الموازنة، الاتصال بالجهات المعنية، اقتراح آليات تطوير المركز."
ماذا يحق للمجلس تحديده في حالة عدم تنفيذ دورة تدريبية خارج المملكة؟,تحديد النسبة القصوى للمكافآت 75%.
ما هو مصدر تعليمات مركز الفحوصات اللاإتلافية؟,هذه التعليمات صادرة بموجب المادة (8) من نظام المراكز العلمية في الجامعة الهاشمية رقم (106) لسنة 2003.
من هو المسؤول عن تنفيذ أحكام تعليمات مركز الفحوصات اللاإتلافية؟,الرئيس ورئيس المجلس والمدير مسؤولون عن تنفيذ أحكام هذه التعليمات.
من الذي يحدد مكافآت المكلفين بتنفيذ الدورات التدريبية؟,يحدد الرئيس مكافآت المكلفين وفقًا لنص المادة (4/أ) من نظام الرواتب والعلاوات في الجامعة رقم (103) لسنة 2003.
ما هي النسبة القصوى لمكافأة المدرب في الدورات التدريبية داخل المملكة؟,لا تزيد عن 75% من صافي إيراد الدورة بعد خصم النفقات الأخرى.
من الذي يمكنه تحديد مكافأة المدرب بما يتجاوز 75% من إيرادات الدورة؟,"يجوز للرئيس، بناء على تنسيب المدير، تحديد المكافأة بما يتجاوز 75% على ألا تتجاوز النسبة المقررة في المادة (17/ب)."
ما هي المكافأة التي يستحقها المدرب إذا كانت الدورة التدريبية خارج المملكة؟,"80% من صافي إيراد الدورة إذا كانت عن طريق منفذها، و50% إذا كانت عن طريق المركز أو الجامعة."
"في حالة وجود دورة تدريبية عبر منفذ خاص، ما هي المكافأة التي يمكن أن يتلقاها المدرب؟",يمكن أن يتلقى مكافأة مقطوعة لا تتجاوز 75% من صافي إيراد الدورة.
من الذي يمكنه منح مكافأة لأشخاص لا يحملون مؤهلات علمية أو رتب جامعية؟,"الرئيس، بناء على تنسيب المدير، يمكنه صرف مكافآت لهم وفقًا للمادة (4/أ) من نظام الرواتب والعلاوات في الجامعة."
ماذا يمكن أن يقرر الرئيس بناء على تنسيب مدير المركز في حالة حاجة لتكليف أشخاص غير أكاديميين؟,يمكن أن يقرر صرف مكافآت لهم وفقًا للعقود المبرمة مع الجهات ذات العلاقة.
ما هي حالات تكليف المركز لعقد دورات تدريبية غير ربحية؟,إذا كانت الإيرادات أقل من النفقات لأغراض تسويقية أو خدمة للطلبة أو المجتمع المحلي.
"ماذا يمكن للرئيس، بناء على تنسيب المدير، أن يقرر بشأن الاستشارات والدراسات؟","يمكن أن يقرر صرف ما لا يتجاوز 80% من صافي إيرادات الاستشارات والدراسات التي تأتي عن طريق منفذها، و50% إذا كانت عبر المركز."
من هو المسؤول عن تنفيذ هذه التعليمات المتعلقة بتقديم الخدمات في الجامعة؟,رئيس الجامعة ورئيس المجلس والمدير مسؤولون عن تنفيذ هذه التعليمات.
ماذا يجب على العاملين في الجامعة عند تقديم الخدمات في هذه التعليمات؟,يجب تقديم الخدمات من خلال المركز فقط.
من الذي يوافق على عقد الاتفاقيات أو العقود مع الجهات المستفيدة؟,يوافق الرئيس بناء على تنسيب المدير.
ماذا يحدث إذا لم يكن هناك نص في هذه التعليمات لحالة معينة؟,يبت الرئيس في هذه الحالات.
من يقرر مكافأة الباحث أو الفريق البحثي بعد إتمام البحث؟,تصرف المكافأة بتنسيب من المدير وقرار من الرئيس بعد اعتماد التقرير النهائي للبحث.
ماذا يجب على الباحث أو الفريق البحثي في حالة تمويل بحث علمي؟,يجب الالتزام بتواريخ تقديم التقارير الدورية والتقرير النهائي.
ما هو مقدار حصة صندوق المركز من براءات الاختراع الناتجة عن الأبحاث؟,حصة صندوق المركز تكون 50% من حصة الجامعة بعد خصم حصة الشركة التي يتم فيها البحث.
من الذي يقرر صرف مكافآت المستفيدين من الاستشارات والدراسات؟,الرئيس بناء على تنسيب المدير.
في أي حالات يمكن للرئيس تجاوز الحد الأقصى للمكافأة؟,"في حالات خاصة تقتضيها مصلحة الجامعة، يبت مجلس العمداء في قيمة المكافأة."
ما هي أولويات دعم الأبحاث في مركز الفحوصات اللاإتلافية؟,يتم دعم مشاريع الأبحاث التي تخدم أغراض التنمية والتطوير في المجتمع الأردني والعالمي.
من الذي يعد موازنة المركز؟,يعد المدير مشروع الموازنة السنوية ويعرضها على المجلس.
من يحدد خطة العمل السنوية لمركز الفحوصات اللاإتلافية؟,يحددها مجلس المركز.
ما هي مهام مدير مركز الفحوصات اللاإتلافية؟,"من مهامه إدارة شؤون المركز، إعداد الموازنة السنوية، متابعة تطبيق الأبحاث وتطوير عمل المركز."
ماذا يحدث إذا كانت نتائج الأبحاث تحتاج إلى تسويق؟,يتم تسويق نتائج الأبحاث العلمية ودراسات المركز من خلال الشركات والمؤسسات ذات العلاقة.
ماذا يمكن أن يفعل المجلس بشأن المشاريع البحثية المقدمة؟,يوصي بإقرار المشاريع البحثية ويحدد آلية تمويلها.
ما هي نسبة الاستفادة من الإيرادات التي يحصل عليها المركز من المؤسسات الدولية؟,يتم احتساب الإيرادات بشكل يساهم في صندوق المركز.
هل يحق لمجلس العمداء منح إجازة طارئة لأعضاء هيئة التدريس؟,"نعم، يجوز لمجلس العمداء منح إجازة طارئة لأعضاء هيئة التدريس وفقًا لشروط محددة."
ماذا يشترط لمنح الإجازة الطارئة لأعضاء هيئة التدريس؟,يشترط أن يكون لعضو هيئة التدريس خدمة فعلية لا تقل عن 5 سنوات في الجامعة.
ما هي مدة الإجازة الطارئة التي يمكن منحها لعضو هيئة التدريس؟,لا تزيد عن 8 أشهر.
هل يمكن قطع الإجازة الطارئة بعد بدء تنفيذها؟,لا يجوز قطع الإجازة الطارئة بعد نفاذها.
هل يمكن منح إجازة طارئة أكثر من مرة؟,لا تمنح الإجازة الطارئة إلا لمرة واحدة فقط.
من يقرر صرف المكافآت في حالة تقديم دراسات استشارية؟,يقرر الرئيس بناء على تنسيب المدير.
"في حالة تقديم استشارات من خلال المركز، ما هو الحد الأقصى لصرف المكافآت؟",50% من صافي إيراد الاستشارات التي تأتي عن طريق المركز أو الجامعة.
من يمكنه الموافقة على عقد الدورات التدريبية؟,يوافق الرئيس بناء على تنسيب المدير.
ما هو هدف المركز في الجامعة الهاشمية؟,يهدف المركز إلى تطبيق طرق الفحوصات اللاإتلافية وتحليل المواد والمنتجات والمنشآت الصناعية.
من هو المسؤول عن اتخاذ القرار النهائي بشأن توقيع الاتفاقيات التي يتم عقدها؟,رئيس الجامعة بناء على توصية مجلس المركز.
ماذا يحدث إذا كانت الدورة التدريبية في مجال الفحوصات اللاإتلافية؟,يتم تحديد مكافآت المدربين وفقًا لمقتضيات المادة (17).
ما هي متطلبات المركز بالنسبة للأبحاث الممولة؟,يجب أن تتماشى الأبحاث مع أهداف التنمية والتطوير في المجتمع الأردني والدولي.
كيف يتم توزيع الإيرادات الناتجة عن الأبحاث العلمية في المركز؟,يتم توزيع الإيرادات وفقًا لما تقتضيه التعليمات المعمول بها في الجامعة.
ما هي المهام التي يقوم بها مجلس المركز؟,يتولى المجلس تحديد السياسة العامة للمركز وإقرار خطط العمل السنوية ودراسة موازنة المركز.
هل يحق لرئيس الجامعة اتخاذ قرارات خارج النصوص المحددة في هذه التعليمات؟,"نعم، يبت الرئيس في الحالات التي لم يرد عليها نص في هذه التعليمات."
ماذا يحدث في حالة كون الدورة التدريبية موجهة لخدمة المجتمع المحلي؟,يجوز عقد الدورات التدريبية على أسس غير ربحية بهدف خدمة المجتمع المحلي.
هل يجوز عقد دورة تدريبية خارج موازنة المركز؟,"نعم، يجوز عقدها في حالة تمويلها من مصادر أخرى كما يقرر مجلس المركز."
هل يشترط الحصول على مكافأة عند المشاركة في دورة تدريبية؟,"نعم، يتم تحديد المكافآت وفقًا للمادة (17) بناء على إيرادات الدورة."
هل يتم صرف المكافآت بناء على العقود المبرمة؟,"نعم، يمكن صرف المكافآت بناء على العقود المبرمة مع الجهات ذات العلاقة."
ماذا يتضمن تقرير المركز السنوي؟,يتضمن التقرير السنوي أعمال المركز وخططه لعام قادم.
ما هو الهدف من عقد اتفاقيات مع جهات خارجية؟,الهدف هو تعزيز التعاون مع الشركات والمؤسسات لتسويق الأبحاث العلمية والدراسات الاستشارية.
من الذي يقرر عقد اتفاقيات مع مؤسسات دولية؟,يقرر الرئيس بعد التنسيق مع المدير.
هل يتم تحديد فترة الإجازة الطارئة قبل العمل بها؟,"نعم، يتم تحديد فترة الإجازة وفقًا للاحتياجات ويجب أن لا تزيد عن 8 أشهر."
ما هو مصدر تعليمات مركز الفحوصات اللاإتلافية؟,هذه التعليمات صادرة بموجب المادة (8) من نظام المراكز العلمية في الجامعة الهاشمية رقم (106) لسنة 2003.
من هو المسؤول عن تنفيذ أحكام تعليمات مركز الفحوصات اللاإتلافية؟,الرئيس ورئيس المجلس والمدير مسؤولون عن تنفيذ أحكام هذه التعليمات.
من الذي يحدد مكافآت المكلفين بتنفيذ الدورات التدريبية؟,يحدد الرئيس مكافآت المكلفين وفقًا لنص المادة (4/أ) من نظام الرواتب والعلاوات في الجامعة رقم (103) لسنة 2003.
ما هي النسبة القصوى لمكافأة المدرب في الدورات التدريبية داخل المملكة؟,لا تزيد عن 75% من صافي إيراد الدورة بعد خصم النفقات الأخرى.
من الذي يمكنه تحديد مكافأة المدرب بما يتجاوز 75% من إيرادات الدورة؟,"يجوز للرئيس، بناء على تنسيب المدير، تحديد المكافأة بما يتجاوز 75% على ألا تتجاوز النسبة المقررة في المادة (17/ب)."
ما هي المكافأة التي يستحقها المدرب إذا كانت الدورة التدريبية خارج المملكة؟,"80% من صافي إيراد الدورة إذا كانت عن طريق منفذها، و50% إذا كانت عن طريق المركز أو الجامعة."
"في حالة وجود دورة تدريبية عبر منفذ خاص، ما هي المكافأة التي يمكن أن يتلقاها المدرب؟",يمكن أن يتلقى مكافأة مقطوعة لا تتجاوز 75% من صافي إيراد الدورة.
من الذي يمكنه منح مكافأة لأشخاص لا يحملون مؤهلات علمية أو رتب جامعية؟,"الرئيس، بناء على تنسيب المدير، يمكنه صرف مكافآت لهم وفقًا للمادة (4/أ) من نظام الرواتب والعلاوات في الجامعة."
ماذا يمكن أن يقرر الرئيس بناء على تنسيب مدير المركز في حالة حاجة لتكليف أشخاص غير أكاديميين؟,يمكن أن يقرر صرف مكافآت لهم وفقًا للعقود المبرمة مع الجهات ذات العلاقة.
ما هي حالات تكليف المركز لعقد دورات تدريبية غير ربحية؟,إذا كانت الإيرادات أقل من النفقات لأغراض تسويقية أو خدمة للطلبة أو المجتمع المحلي.
"ماذا يمكن للرئيس، بناء على تنسيب المدير، أن يقرر بشأن الاستشارات والدراسات؟","يمكن أن يقرر صرف ما لا يتجاوز 80% من صافي إيرادات الاستشارات والدراسات التي تأتي عن طريق منفذها، و50% إذا كانت عبر المركز."
من هو المسؤول عن تنفيذ هذه التعليمات المتعلقة بتقديم الخدمات في الجامعة؟,رئيس الجامعة ورئيس المجلس والمدير مسؤولون عن تنفيذ هذه التعليمات.
ماذا يجب على العاملين في الجامعة عند تقديم الخدمات في هذه التعليمات؟,يجب تقديم الخدمات من خلال المركز فقط.
من الذي يوافق على عقد الاتفاقيات أو العقود مع الجهات المستفيدة؟,يوافق الرئيس بناء على تنسيب المدير.
ماذا يحدث إذا لم يكن هناك نص في هذه التعليمات لحالة معينة؟,يبت الرئيس في هذه الحالات.
من يقرر مكافأة الباحث أو الفريق البحثي بعد إتمام البحث؟,تصرف المكافأة بتنسيب من المدير وقرار من الرئيس بعد اعتماد التقرير النهائي للبحث.
ماذا يجب على الباحث أو الفريق البحثي في حالة تمويل بحث علمي؟,يجب الالتزام بتواريخ تقديم التقارير الدورية والتقرير النهائي.
ما هو مقدار حصة صندوق المركز من براءات الاختراع الناتجة عن الأبحاث؟,حصة صندوق المركز تكون 50% من حصة الجامعة بعد خصم حصة الشركة التي يتم فيها البحث.
من الذي يقرر صرف مكافآت المستفيدين من الاستشارات والدراسات؟,الرئيس بناء على تنسيب المدير.
في أي حالات يمكن للرئيس تجاوز الحد الأقصى للمكافأة؟,"في حالات خاصة تقتضيها مصلحة الجامعة، يبت مجلس العمداء في قيمة المكافأة."
ما هي أولويات دعم الأبحاث في مركز الفحوصات اللاإتلافية؟,يتم دعم مشاريع الأبحاث التي تخدم أغراض التنمية والتطوير في المجتمع الأردني والعالمي.
من الذي يعد موازنة المركز؟,يعد المدير مشروع الموازنة السنوية ويعرضها على المجلس.
من يحدد خطة العمل السنوية لمركز الفحوصات اللاإتلافية؟,يحددها مجلس المركز.
ما هي مهام مدير مركز الفحوصات اللاإتلافية؟,"من مهامه إدارة شؤون المركز، إعداد الموازنة السنوية، متابعة تطبيق الأبحاث وتطوير عمل المركز."
ماذا يحدث إذا كانت نتائج الأبحاث تحتاج إلى تسويق؟,يتم تسويق نتائج الأبحاث العلمية ودراسات المركز من خلال الشركات والمؤسسات ذات العلاقة.
